,New Code,OPs
1244,OP2176,"Definition of mitigation measures for residual risks | The Framework for the Management of Risk defines residual risk as “the remaining level of risk after taking into consideration risk mitigation measures and controls in place.”

For each requirement area (identity risk, credential risk and authentication risk), departments should be able to describe how residual risks are being mitigated or why they are being accepted."
1245,OP2177,"Implementation of compensating factors for residual risk mitigation | Compensating factors are additional measures used during the authentication process to reduce a risk. Compensating factors may be used when part of the authentication process does not meet an assurance level requirement. A compensating factor is intended to mitigate the residual risks or to counter new (anticipated or unanticipated) threat possibilities. The use of compensating factors mitigates residual risk; it does not raise the assurance level.
When implementing compensating factors, they should:
- Be appropriate to the program, service or transaction context; and
- Be dynamic and easily adaptive, particularly in a highly fluid threat environment (e.g., a public-facing Internet service)"
1246,OP2178,"Validation of residual risk acceptance | Risk acceptance should be:
- Documented and signed off by the appropriate risk management authority, i.e., the level of management authority required for sign-off should be commensurate with the assurance level or the relative magnitude of the risk being accepted (e.g., Level 4 might require sign-off by the deputy head);
- Appropriately shared among participating parties with respect to potential liabilities and consequences; and
- Clearly communicated to all parties involved, including clients.
Departments should also be prepared to describe how the consequences will be managed on behalf of clients who may realize the potential harms."
1247,OP2203,"Assessment of identity management requirement applicability | Organizations must assess whether identity management requirements apply to their specific context. These requirements apply when any of the following conditions apply: 
- Unique identification is required to administer a federal program or service enabled by legislation;
- Disclosure of identity is required before receiving a government service, participating in a government program, or becoming a member of a government organization; or
- Accuracy and rightful use by individuals, organizations and devices of credential and identity information are required;"
1248,OP2204,"Assessment of identity management risks | An assessment of identity management risks must be conducted to understand the potential impacts to a program, activity, service or transaction. This risk assessment will identify threats, evaluate conseuqneces, identify safeguards and determine risks. This will establish an overview of the overall risk picture, including a mapping of risks as acceptable or unacceptable based on the corporate business risk acceptance criteria."
1249,OP2205,Selection of distinguishing identity attributes  | Organization must select sufficient and appropriate identity attributes to distinguish a unique identity to meet program needs. These identity attributes must distinguish a unique identity in a manner that balances risk and flexibility and allows other methods of identification where appropriate.
1250,OP2206,"Implementation of applicable identity assurance controls | Organization must apply the required identity and credential assurance levels by implementing the related controls for achieving assurance level requirements in accordance with Appendix A of the Directive on Identity Management: Standard on Identity and Credential Assurance. These controls ensure that the minimum requirements for establishing an identity assurance level are met and are related to the uniqueness, evidence of identity, accuracy of identity information and linkage of identity information to individuals."
1251,OP2207,"Adoption of identity management trust framework | Organization must adopt an approved trust framework to support identity management and the compliance to required identity assurance levels. A trust framework is a common set of best practice standards-based rules that ensure minimum requirements are met for security, privacy, identification management and interoperability through accreditation and governance."
1252,OP992,"Management of identities and credentials | Definition and enforcement of mechanisms to manage, to accept and electronically verify organizational Personal Identity Verification (PIV) credentials. "
1253,OP993,Management of physical access to assets | Definition and enforcement of physical access control mechanismsto maintain a current list of personnel with authorized access to organizational assets
1254,OP994,"Management of remote access | Definition and enforcement of mechanisms to define, control and review remote access methods as well as govern remote access to systems and data for remote workers. "
1255,OP995,"Management of access permissions and authorizations | Definition and enforcement of mechanisms to define, document, approve and enforce access restrictions to systems and data"
1256,OP996,"Protection of network integrity | Definition and enforcement of mechanisms to protect the confidentiality, integrity, availability and safety of a network."
1257,OP997,Management of access to backup and archiving platforms | Access to platforms for backups and archives must be strictly controlled. This includes identifying who must have access to the platforms to perform their tasks and for what period access must be granted. This must be in compliance to all access control policies of the organization.
1258,OP998,Management of access to backup and archiving data | Access to data for backups and archives must be strictly controlled. This includes identifying who must have access to the platforms to perform their tasks and for what period access must be granted. This must be in compliance to all access control policies of the organization.
1259,OP999,"Definition of the criteria for authorized softwares (including downloads) | The ""Application Manager"" (AM), in collaboration with the business line, identifies the level of availability of information of which he has the responsibility. The level of availability is documented and made easily accessible to key stakeholders."
1260,OP1000,"Definition the list of authorized softwares | The ""Application Manager"" (AM), in collaboration with the business line, identifies the level of availability of information of which he has the responsibility. The level of availability is documented and made easily accessible to key stakeholders."
1261,OP1001,"Definition of level of availability for data | The ""Application Manager"" (AM), in collaboration with the business line, identifies the level of availability of information of which he has the responsibility. The level of availability is documented and made easily accessible to key stakeholders."
1262,OP1002,"Identification of backup requirements for business needs | The ""Application Manager"" (AM), in collaboration with the business line, identifies the back up requirements of the information of which he has the responsibility. The backup requirements are documented and made easily accessible to key stakeholders."
1263,OP1003,"Identification of archiving requirements for business needs | The ""Application Manager"" (AM), in collaboration with the business line, identifies the archiving requirements of the information of which he has the responsibility. The archiving requirements are documented and made easily accessible to key stakeholders."
1264,OP1004,Definition of guidelines and procedures for backup and archiving | The procedures to perform backups and archiving must be documented and made available to those concerned. These procedures must be accompanied by the backup and archiving requirements and must be included in enterprise policy
1265,OP1005,Definition of guidelines and procedures for storing data | 
1266,OP1006,"Reporting of incident when backup and archiving requirements are impossible | An incident must be declared when it is impossible to respect the terms of backup and archiving defined by the ""Application Manager"" temporarily or permanently."
1267,OP1007,"Investigation of backup and archiving incidents | Once an incident has been declared, it must be investigated to identify why the archiving and backup requirements defined by the Application Manager is impossible and to identify the best possible recourse for the concerned information."
1268,OP1008,"Definition of default backup and archiving policy | A ""by default"" backup and archiving policy must be defined for situations where the ""Application Manager"" has not expressed the level of availability required for the data which he is responsible for"
1269,OP1009,"Application of default backup and archiving | The ""by default"" backup and archiving policy must be applied when it has been identified that there was no level of availability expressed for data."
1270,OP1010,"Monitoring of compliance to ""by default"" backup and archiving policy | When backup and archiving is performed ""by default"", the compliance is monitored to ensure the backup and archiving has been performed in compliance with the defined ""by default"" backup and archiving policy"
1271,OP1011,"Archiving of decision models | Definition and enforcement of mechanisms  to protect archived models and models decisions in accordance with applicable statutory, regulatory and contractual obligations. "
1272,OP1012,"Performing data backups | Backups are used to recover data in the event of a hardware or software failure. Backups
 should be performed regularly based on an organizational defined frequency. They should
 be tested regularly to ensure they are performing as expected.RE.2.137"
1273,OP1013,Protecting the confidentiality of backup CUI at storage locations | Definition and enforcement of mechanisms to prevent the unauthorized disclosure and modification of backup information as well as the deletion or destruction of sensitive backup media and data.
1274,OP1014,"Management of information backups | Definition and enforcement of mechanisms to govern the protection and restoration of hardware, software and data backups."
1275,OP1015,"Management of information purge | Definition and enforcement of mechanisms to dispose of, destroys, erases, and/or anonymizes data (including PI), regardless of the method of storage (including originals, copies and archived records)."
1276,OP1016,"Testing of data backups | Definition and enforcement of mechanisms  to routinely test backups that verifies the reliability of the backup process, as well as the integrity and availability of the data. "
1277,OP1017,Definition of retention requirements for backup and archived data | The retention requirements concerning data which has been backed up or archived are defined and documented in enterprise policy. This includes documenting clearly the situations where retention periods exceeds service life supports.
1278,OP1018,Establishment of procedures and mechanisms to ensure retention of backup and archived data | Procedures and mechanisms must be in place place to ensure that the information saved or archived are preserved for durations which may exceed the service life supports.
1279,OP1019,"Establishment of centralized backup and archiving register | A backup and archiving register must be in place, centralized, comprehensive and up-to-date. The information required when a backup or archiving is performed must be defined and made easily accessible to concerned personnel."
1280,OP1020,"Recording of backup or archiving performance | The backup and archiving register must include the following information: 
• the item saved or archived;
• the time stamp;
• the status returned at the end of the backup or of the archive;
• the support reference."
1281,OP1021,"Reference to backup and archiving support | All backup and archiving supports must be referenced and identified and a register centralized, comprehensive and up-to-date content of supports must be in place."
1282,OP1022,Risk analysis for distance between data origin and backup / archiving storage | A risk analysis focusing on distance required between the site of origin of the data and the storage site for backup copies and archive must be carried out in order to reduce the risks resulting from disaster of the said site.
1283,OP1023,Update of risk analysis for backup and archiving | The risk analysis focusing on the distance required between the site of origin and the storage site for backup and archiving copies is updated every 5 years
1284,OP1024,Establishment of security procedures for backup and archiving storage sites | Storage locations for backups and archiving must ensure a level of physical security at least as equivalent to that of the main site
1285,OP1025,Monitoring of backup and archiving storage site security | Storage locations for backups and archiving are monitored to ensure a level of physical security at least as equivalent to that of the main site
1286,OP1026,Identification of backup registers constituting an audit trace | 
1287,OP1027,Retention of backup registers constituting an audit trace | The backup register constituting a trace audit must be saved for a period minimum of 18 months.
1288,OP1028,Definition of compatible formatting for archiving files | Organization must identify and define a formatting style which will allow compatibility between the organization's systems and archiving files and to allow the organization to keep the equipment required to proofread archived information.
1289,OP1029,"Establishment of compatible formatting for archiving files | The formats of the archive files must be compatible between systems and sustainable, in order to allow re-reading over time or at least keep the equipment and systems needed to proofread information archived."
1290,OP1030,Monitoring of formatting of archived files | The formatting of archived files must be monitored to ensure it allows re-reading over time and that the archived information can be proofread.
1291,OP1031,"Définition de politique d'entreprise pour la gestion de documents | Une politique d'entreprise est définie pour la gestion de documents appartenant à l'entreprise. La politique définit les procédures et les règles concernant la gestion des documents actifs, semi-actifs et inactifs."
1292,OP1032,Definition of guidelines and procedures to store and retain data | 
1293,OP1033,Definition of guidelines and procedures regarding document archiving | 
1294,OP1034,Definition of guidelines and procedures regarding document destruction | 
1295,OP1035,Désignation de responsable(s) pour l'application de la politique sur la gestion des documents | Une matrice des rôles et responsabilités est défini pour l'application de la politique sur la gestion des documents
1296,OP1036,Vérification de la conformité à la politique d'entreprise pour la gestion de documents | 
1297,OP1037,"Review of guidelines and procedures for data storage, retention, & archiving | "
1298,OP1038,Définition d'un schéma de classification pour documents appartenant à l'entreprise | Un schéma de classification est défini pour classifier les différents types de documents retenus par l'entreprise sur une base de l'activité requise du document
1299,OP1039,"Classification des documents ""actifs"", ""semi-actifs"" et ""inactifs"" | Les documents qui sont couramment utilisés par l'entreprise à des fins administratives ou légales sont classifiés ""Document Actif"""
1300,OP1040,Revue périodique de la classification des documents | Un suivi est effectué sur une base prédeterminée pour évaluer les changements requis sur la classification des documents basés sur les changements du niveau d'activités de certain documents
1301,OP1041,Establishment of retention and archiving schedule | 
1302,OP1042,"Définition d'un calendrier de rétention pour documents | Un calendrier de rétention est défini pour les différents types de documents en possession de l'entreprise. Ce calendrier défini les périodes d'utilisation pour les différents types de documents ainsi que les supports de rétention pour les documents actifs, semi-actifs et inactifs."
1303,OP1043,"Définition de procédures pour l'archivage de documents | Les procédures d'archivage sont clairement définis dans le calendrier de rétention incluant les supports d'archivage, le délai acceptable entre la fin d'une période d'utilisation d'un document et son archivage, le type d'approbation requis avant d'archiver un document selon le type de document. "
1304,OP1044,"Détermination de la rétention des documents inactifs | Lors de la création du calendrier de rétention, l'entreprise détermine quels documents inactifs sont retenus de manière permanente et lesquels sont éliminés. Un document inactif pourrait être retenu d'une manière permanente à des fins administratives ou légales. "
1305,OP1045,"Mise à jour du calendrier de rétention  | Lorsque des changements surviennent au niveau de la rétention des documents, des supports de rétention ou d'archivage, des procédures d'archivage ou au niveau de la rétention des documents inactifs, le calendrier de rétention est mis à jour pour démontrer ses changements. "
1306,OP1046,"Soumission du calendrier à l'approbation de Bibliothèque et Archives nationales | Une fois que le calendrier de rétention est défini, le calendier est soumis à l'approbation de Bibliothèque et Archives nationales"
1307,OP1047,Soumission des modifications du calendrier à l'approbation de Bibliothèque et Archives nationales | Toute modification relative à l'addition de nouveaux documents ou relative aux documents destinés à être retenus de manière permanente sont approuvé par Bibliothèque et Archives nationales.
1308,OP1048,"Modification du calendrier selon recommandation de Bibliothèque et Archives nationales | Une fois que le calendrier est soumis à l'approbation, l'entreprise recevra soit l'approbation ou des modifications à apporter de Bibliothèque et Archives nationales. L'entreprise doit appliquer les modifications recommandés au calendrier lorsque cela est le cas."
1309,OP1049,"Désignation de l'individu(s) responsable pour surveiller l'application du calendrier de rétention | L'entreprise doit désigner un ou des individu(s) pour surveiller l'application du calendrier de rétention et d'archivage. Ses responsabilités incluent entrainer les employés pour l'application du calendirer, approuver l'archivage de certains documents et d'assurer qu'aucun document actif ou semi-actif est archivé sans que le calendirer le permet. Cet individu peut déléguer ses responsabilités à d'autres individus "
1310,OP1050,Formation pour l'application du calendrier de rétention | Les employés responsable de classer ou d'archiver les documents retenus par l'entreprise doivent subir une formation pour assurer l'application efficace du calendrier de rétention et d'archivage.
1311,OP1051,"Attestation de formation pour le calendrier de rétention | Lorsqu'un employé complète sa formation, il doit démontrer sa compréhension avec un petit test de connaissance. Cela sert comme attestion que l'employé a completé et bien compris sa formation sur le calendrier de rétention"
1312,OP1052,Application du calendrier de rétention et d'archivage | Le calendrier de rétention et d'archivage est établi et tenu à jour. Des alertes (trigger) sont établis pour la fin des périodes d'utilisation et pour avertir lorsqu'un document doit être archivé selon le calendrier de rétention
1313,OP1053,Suivi de l'application du calendrier de rétention et d'archivage | La conformité au calendrier de rétention et d'archivage est continuellement suivie pour minimiser le risque de non-conformité
1314,OP1054,Récupération de documents appartenant à l'entreprise | Toute personne qui cesse d'être titulaire d'une fonction au sein de l'entreprise doit laisser sous la garde de l'entreprise les documents qu'elle a produits ou reçus en cette qualité.
1315,OP1055,Attestation que tout document en possession de l'employé est récuperé | L'entreprise recueille une décharge signé par l'employé quittant son poste déclarant que tous les documents que l'employé a produits ou reçu pendant son emploi sont remis à l'entreprise.
1316,OP1056,Definition of information recovery test process | Establishing and defining the procedures to test and validate Information Recovery processes 
1317,OP1057,"Performance of information recovery test | An information retrieval test process must be in place in order to check at least:
• the reliability of the backup media or archiving;
• the ability to recover data from the format and expected time;
• the ability to re-establish the environment;
• the expected state of quality."
1318,OP1058,"Cyclical performance of information recovery test | Information retrieval tests should be carried out at least once a year on a representative sample, in order to cover all data over a 3-year cycle."
1319,OP1059,Establishment of automated logging of information recovery activities | Automated logging of information retrieval activities must be in place for traceability and audit purposes.
1320,OP1060,Establishment of centralized information recovery register | 
1321,OP1061,"Recording of information recovery performance | A register of information retrievals carried out must be in place and must include, without be limited to, the following information:
• the restored item;
• the time stamp;
• the status reported at the end of the recovery;
• the reference of the support;
• the identity of the entity that requested the recovery;
• the surname and first name of the applicant for the recovery;
• the identity of the entity that carried out the recovery."
1322,OP1062,"Approval for information recovery performance | Recovery requests must be approved by the ""Application Manager"" (AM)."
1323,OP1063,Documentation of scope of information recovery test | 
1324,OP1064,Documentation of test result of information recovery | 
1325,OP1065,Documentation of mitigation plan in the event of test failure | 
1326,OP1066,"Management of system configuration | Definition and enforcement of mechanisms to define and periodically review and update system configurations to identify and disable unnecessary and/or non-secure functions, ports, protocols and services and validate the integrity of configuration settings of critical systems, system components, applications or services
"
1327,OP1067,Implementation of System Development Life Cycle | PR.IP-2
1328,OP1068,Attestation that policy and regulations regarding the physical operating environment for organizational assets are met | PR.IP-5
1329,OP1069,"Management of production, development and testing environments | Definition and enforcement of mechanisms to manage separate development, testing and operational environments to reduce the risks of unauthorized access or changes to the operational environment and to ensure no impact to production systems."
1330,OP1071,"Continuous improvement of protection processes | Definition and enforcement of mechanisms to ensure that security measures are improved following the results of an assessment (threat, vulnerability,…) if need to be"
1331,OP1072,Management and communication of effectiveness of protection technologies | PR.IP-8
1332,OP1073,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening) | Definition and enforcement of mechanisms to facilitate the implementation of personnel security controls."
1333,OP1074,A vulnerability management plan is developed and implemented | Definition and enforcement of mechanisms to generate a Plan of Action and Milestones to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities.
1334,OP1075,Verification of hardware integrity | PR.DS-8
1335,OP1076,"Maintenance and repair of organizational assets | Definition and enforcement of mechanisms to conduct controlled and remote maintenance activities throughout the lifecycle of a system, application or service."
1336,OP1077,"Management of remote maintenance of organizational assets | Definition and enforcement of mechanisms to conduct controlled and remote maintenance activities throughout the lifecycle of a system, application or service."
1337,OP1078,"Management of audit/log records | Automated mechanisms to centrally collect, review and analyze audit records from multiple sources and correlate them with vulnerability and threats scan / analysis"
1338,OP1079,Protection of removable media | Definition and enforcement of mechanisms to restrict or prohibit the use of portable storage devices and removable media by users in accordance with data handling and acceptable usage parameters.
1339,OP1080,"Protection of communications and control networks | Definition and enforcement of mechanisms to develop, govern & update procedures to facilitate the implementation of network security controls."
1340,OP1081,"Integrity management of software, firmware, and information integrity | PR.DS-6"
1341,OP1082,Implementing email forgery protections | Implementation of advanced email protections to mitigate email-based threats from penetrating an organization’s defenses and landing in the inbox of organizational end users
1342,OP1083,"Employing a security assessment
 of enterprise software that has
 been developed internally, for
 internal use, and that has been
 organizationally defined as an
 area of risk. | Creating secure software implementations is difficult and requires extra steps to assess the
 code for security related vulnerabilities. Security assessment is a process of reviewing
 software source code in order to identify defects or vulnerabilities within an application.
 Security assessment may be done using manual or automated techniques.CA.3.162"
1343,OP1084,Installation of software antivirus on employees computers | Mechanisms exist to utilize antivirus technologies to detect and eradicate viruses on devices.
1344,OP1085,Periodic update of software antivirus on employees computers | Mechanisms to perform periodic evaluations evolving virus threats and update of existing protection mechanisms
1345,OP1086,Management of software configuration | 
1346,OP1087,Defining security requirements for software development | 
1347,OP1088,Embedding security requirement in the enterprise software development lifecycle | 
1348,OP1089,Demonstrating that security requirements are included in the development of software | 
1349,OP1090,Establishment of role-based data modification control  | Definition and establishment of a role-based access control model to ensure that only authorized personnel can access data transformation rules and modify them
1350,OP1574,Identification of roles and responsabilities regarding access management  | Definition and enforcement of R&R for access management within the organization. This must include the security administrators responsible for defining privileges by role and those responsible for granting such privileges by enrolling users in appropriate role groups. 
1351,OP1091,"""In the lab"" access requirements determination procedure | "
1352,OP1092,"Definition of procedures to grant access to data ""In the lab"" and ""In the field"" | "
1353,OP1093,"""In the lab"" access management - auditing process | "
1354,OP2630,Attestation that access to PI is limited to persons that have a valid reason | 
1355,OP1094,Establishment of role-based access control  | Definition and establishment of a role model to ensure that only authorized personnel can access personal information ie individuals that have a legitimate purpose to use the information
1356,OP2324,"Implementation of strong access control to training data | Establishing access control in order to limit, regulate and/or monitor access to training data"
1357,OP2325,"Implementation of strong access control to model | Establishing access control in order to limit, regulate and/or monitor access to model repository"
1358,OP1095,"Communication of guidelines & rules to personnel with access to PI data | Process, responsibilities and tools definition and enforcement for communicating guidelines and rules that apply when accessing personal information within the appropriate audience (ie not sharing users credentials for accessing PI, not sharing PI without proper approval based on decision rights, PI are not transferred through external device or kept locally on computers,...)"
1359,OP1096,Detection of suspicious personal information access | Capability and controls to detect unauthorized access to PI and /or data extractions involving Pis and send alerts are sent when wrong doing is suspected
1360,OP1097,Demonstration that suspicious access is resolved | Capability to review and ensure that deficiencies that have led to suspicious access to PI have been corrected
1361,OP1098,Request to access personal information (PI) | 
1362,OP1099,Approval of access to personal information (PI) | 
1363,OP2326,Auditing of access to training data | Auditing and reviewing the access logs to training data
1364,OP2327,Auditing of access to model repository | Auditing and reviewing the access logs to the model repository
1365,OP1100,"Management of user access to decision models | Definition and enforcement of mechanisms to define, document, approve and enforce access restrictions to decision models"
1366,OP1101,Definition of data transfer agreement terms | Definition of clauses to restrict and govern the transfer of data to external parties
1367,OP1102,Internal approval of defined data transfer agreement | Approval of the data transfer agreement by internal parties
1368,OP1103,External approval of data transfer agreement | Approval of the data transfer agreement by external parties
1369,OP1104,Monitoring of compliance to data transfer agreement | Definition and enforcement of mechanisms to monitor the transfer of data to external providers
1370,OP1105,Definition of standards for data transfer security | Development and implementation of standard guidelines governing internal personal information transfer
1371,OP1106,Definition of roles & responsibilities for data transfer/sharing approval | Establishment of a Personal Information transfer and sharing matrix that defines those parties that are responsible for approving such transfer / sharing
1372,OP1107,Prohibition of PI transfer/sharing on external devices | Development and implementation of standard guidelines governing external personal information transfer
1373,OP1108,Monitoring of PI transfer and sharing | Design and implementation of a process that monitor on an ongoing basis the transfer and sharing of personal information
1374,OP1109,Demonstration that non-compliant data transfers are resolved | Capability to review and ensure that deficiencies that have led to non compliant PI transfer or sharing have been corrected
1375,OP1110,"Definition of standards, directives and procedures for security of data in transit | "
1376,OP1111,Definition of SLA with data providers | Definition of clauses to restrict and govern the transfer of data to external parties
1377,OP1112,Definition of measures for data protection by default | 
1378,OP1113,Implementation of measures for data protection by default | Implementing and enforcing measure that require data be protected by default
1379,OP1114,Establishment of confidential default parameters for technological products &/or services | Default parameters of technological products and services are set such that they provide the highest possible level of confidentiality
1380,OP1115,Demonstration of data minimisation & confidentiality by default | Establishing the ability to formally demonstrate that data minimisation and confidentiality are applied by default 
1381,OP1116,Periodical review of data protection by default | 
1382,OP1117,Designation of accountable individual for compliance | Organization must designate at least one individual to be responsible for the organization's compliance to regulations related to the handling of personal information. This individual may delegate the responsability conferred by this designation to other individuals within the organization (top management must be notified).
1383,OP1118,Designation of individual in charge of access to documents | 
1384,OP1119,Designation of individual in charge of the protection of personal information | 
1385,OP1120,Publication of designated individual's title and contact information on website | 
1386,OP1121,Notification of contact info of designated individuals to supervisory authority | 
1387,OP1122,"Definition of security measures for PI protection | Definition of mechanisms to: 
 ▪ Physically control and securely store personal information within controlled areas using organization-defined security measures; and
 ▪ Protect system media until the media are destroyed or sanitized using approved equipment, techniques and procedures."
1388,OP1123,Monitoring of PI protection throughout lifecycle | Definition and enforcement of monitoring mechanisms to monitor PI security measures throughout the PI lifecycle
1389,OP1124,"Demonstration that security measures are relevant for the sensitivity, quantity & distribution of PI | Capability to review and ensure that PI security measures assessments have been conducted where and when required based on asset criticality and the sensitivity of the data."
1390,OP1125,Implementation of training and awareness activities regarding PI protection to personnel | 
1391,OP1126,Publication of description of security training offered to employees on website | 
1392,OP1127,Definition of roles & responsibilities for the monitoring of PI security measures | Establishment of a matrix that defines those parties that are responsible for monitoring PI seacurity measures
1393,OP1128,"Communication of roles & responsibilities for the monitoring of security measures | Process, responsibilities and tools definition and enforcement for communicating PI security measures monitoring across the organization"
1394,OP1129,Assessment of the effectiveness of security measures for PI | Capability to ensure that a Security measures assessment regarding PI is conducted when defining a new process or modifying an existing process using personal data 
1395,OP1130,Enhancement of security measures for the protection of PI | Definition and enforcement of mechanisms to ensure that PI security measures are improved following the results of an assessment if need to be
1396,OP1131,Monitoring of PI security measures | 
1397,OP2228,"Assessment of data masking necessity | When dealing with sensitive and/or private data, it is important to decide the type and level of data protection required, and that applies to both the input and output data"
1398,OP1132,Definition of pseudonymisation / de-identification guidelines | Definition of de-identification requirements
1399,OP1133,Pseudonymisation / De-identification of personal information | Establishment of a capability to anonymize personal information
1400,OP1134,Attestation that pseudonymised PI is not identifiable without additional information  | Definition and enforcement of a process for assessing and demonstrating that anonymized personal information is not identifiable without additional information
1401,OP1135,Monitoring of pseudonymised PI storage | Definition and enforcement of a process for assessing and demonstrating that anonymized personal information is not identifiable without additional information
1402,OP1896,"Definition of access and data masking requirements | For each data user role, based on usage needs versus data sensitivity and criticality level, define:
- The set of data elements which the user role needs to access, as well as the access type (i.e., read or write)
- The subset of data elements which must appear in cleartext (i.e., not masked) to each data user role"
1403,OP1897,Definition of data masking solutions for in-scope data | 
1404,OP1898,Implementation of data masking solutions | 
1405,OP1136,Defining procedures to restore the availability and access to PI | Definition of resiliency mechanisms and procedures to ensure the availability of personal information in case of an event
1406,OP1137,Implementation of procedures to restore the availability and access to PI | Enforcement of resiliency mechanisms and procedures to ensure the availability of personal information in case of an event
1407,OP1138,Periodical audit of the ability to restore the availability and access to PI | Design and implementation of a process that audit periodically the compliance to the defined PI procedures for restoring the availability of PI in case of an event
1408,OP1146,Briefing for access to protected information | 
1409,OP1147,Attestation that responsibility briefing for access to protected information has been made | 
1410,OP1148,"Management of anomalie and event detection | Definition and enforcement of mechanisms to:
- detect and/or prevent intrusions into the network and critical systems
- detect unauthorized baseline configurations change(s)
"
1411,OP1149,Management of detected events | Automated mechanisms to implement remediation actions upon the detection of a security event
1412,OP1150,Establishment of incident alert thresholds | Definition of thresholds that are exceptable and unacceptable for generating an alert for a potential security incident
1413,OP1151,"Internal monitoring for potential cybersecurity events | Definition and enforcement of mechanisms exist to maintain situational awareness of potential cybersecurity threats by leveraging the knowledge of attacker tactics, techniques and procedures to facilitate the implementation of preventative and compensating controls."
1414,OP1152,External service provider activity monitoring for potential cybersecurity events | Definition and enforcement of mechanisms exist to review and monitor third-party activities for potential cybersecurity and privacy events
1415,OP1153,"Monitoring for unauthorized personnel, connections, devices, and software | Definition and enforcement of mechanisms to monitor for unauthorized activities, accounts, connections, devices and software."
1416,OP1154,"Execution of vulnerability scans | Definition and enforcement of mechanisms performing recurring vulnerability scanning of network, systems, accesses, sensitive data,…"
1417,OP1155,"Management of detection processes | DE.DP-1, DE.DP-2, DE.DP-4, DE.DP-5"
1418,OP1156,Testing of detection processes | Definition and enforcement of mechanisms for ensuring that organizational plans for conducting security and privacy testing are developed and performed.
1419,OP1157,"Providing protection from malicious code at appropriate  locations within organizational information systems | Mechanisms to utilize antimalware technologies to detect and eradicate malicious code. Designated locations include system entry and exit points which may include firewalls,
 remote access servers, workstations, electronic mail servers, web servers, proxy servers,
 notebook computers, and mobile devices. Malicious code includes viruses, worms, Trojan
 horses, and spyware. Malicious code can be encoded in various formats (e.g., UUENCODE,
 Unicode), contained within compressed or hidden files, or hidden in files using techniques
 such as steganography. Malicious code can be inserted into systems in a variety of ways
 including web accesses, electronic mail, electronic mail attachments, and portable storage
 devices. Malicious code insertions occur through the exploitation of system vulnerabilities.
 Malicious code protection mechanisms include anti-virus signature definitions and
 reputation-based technologies. A variety of technologies and methods exist to limit or
 eliminate the effects of malicious code. Pervasive configuration management and
 comprehensive software integrity controls may be effective in preventing execution of
 unauthorized code. In addition to commercial off-the-shelf software, malicious code may
 also be present in custom-built software. This could include logic bombs, back doors, and
 other types of cyber-attacks that could affect organizational missions/business functions.
 Traditional malicious code protection mechanisms cannot always detect such code. In these
 situations, organizations rely instead on other safeguards including secure coding practices,
 configuration management and control, trusted procurement processes, and monitoring
 practices to help ensure that software does not perform functions other than the functions
 intended. NIST SP 800-83 provides guidance on malware incident prevention.SI.1.211"
1420,OP1158,"Updating malicious code protection mechanisms when new releases are available | Mechanisms to perform periodic evaluations evolving malware threats and update of existing protection mechanisms Malicious code protection mechanisms include anti-virus signature definitions and
 reputation-based technologies. A variety of technologies and methods exist to limit or
 eliminate the effects of malicious code. Pervasive configuration management and
 comprehensive software integrity controls may be effective in preventing execution of
 unauthorized code. In addition to commercial off-the-shelf software, malicious code may
 also be present in custom-built software. This could include logic bombs, back doors, and
 other types of cyber-attacks that could affect organizational missions/business functions.
 Traditional malicious code protection mechanisms cannot always detect such code. In these
 situations, organizations rely instead on other safeguards including secure coding practices,
 configuration management and control, trusted procurement processes, and monitoring
 practices to help ensure that software does not perform functions other.SI.1.212"
1421,OP1159,"Performing periodic scans of the information system and realtime scans of files from external sources as files are downloaded, opened, or executed | Definition and enforcement of mechanisms performing recurring scans of files from external sources as files are downloaded, opened, or executed Periodic scans of organizational systems and real-time scans of files from external sources
 can detect malicious code. Malicious code can be encoded in various formats (e.g.,
 UUENCODE, Unicode), contained within compressed or hidden files, or hidden in files using
 techniques such as steganography. Malicious code can be inserted into systems in a variety
 of ways including web accesses, electronic mail, electronic mail attachments, and portable
 storage devices. Malicious code insertions occur through the exploitation of system
 vulnerabilities.
 Malicious code protection mechanisms include anti-virus signature definitions and
 reputation-based technologies. Many technologies and methods exist to limit or eliminate
 the effects of malicious code. Pervasive configuration management and comprehensive
 software integrity controls may be effective in preventing execution of unauthorized code.
 In addition to commercial off-the-shelf software, malicious code may also be present in
 custom-built software. This could include logic bombs, back doors, and other types of cyberattacks
 that could affect organizational missions/business functions. Traditional malicious
 code protection mechanisms cannot always detect such code. In these situations,
 organizations rely instead on other safeguards including secure coding practices,
 configuration management and control, trusted procurement processes, and monitoring
 practices to help ensure that software does not perform functions other than the functions
 intended.SI.1.213"
